id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1398898599942004739,1398898599942004739,2021-05-30 15:06:31 WITA,2021-05-30,15:06:31,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,🥲🥲,und,[],[],[],1,7,64,[],[],https://twitter.com/susipudjiastuti/status/1398898599942004739,False,https://twitter.com/business/status/1398888673471500291,0,,,,,,,,[],,,,
1398640756793905160,1398640756793905160,2021-05-29 22:01:56 WITA,2021-05-29,22:01:56,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,😭😭,und,[],[],[],57,64,657,[],[],https://twitter.com/susipudjiastuti/status/1398640756793905160,False,https://twitter.com/kumparan/status/1398592495521501185,0,,,,,,,,[],,,,
1398607615953756167,1398575501095043076,2021-05-29 19:50:15 WITA,2021-05-29,19:50:15,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@kompascom 🥲🥲,und,[],[],[],0,1,1,[],[],https://twitter.com/susipudjiastuti/status/1398607615953756167,False,,0,,,,,,,,"[{'screen_name': 'kompascom', 'name': 'Kompas.com', 'id': '23343960'}]",,,,
1398599030377107456,1398582796331913220,2021-05-29 19:16:08 WITA,2021-05-29,19:16:08,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@BBCWorld 🥲🥲🥲,und,[],[],[],0,0,2,[],[],https://twitter.com/susipudjiastuti/status/1398599030377107456,False,,0,,,,,,,,"[{'screen_name': 'BBCWorld', 'name': 'BBC News (World)', 'id': '742143'}]",,,,
1398539528483180548,1398516629223346178,2021-05-29 15:19:41 WITA,2021-05-29,15:19:41,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@DonAdam68 Semoga semua Selamat 🙏,in,[],[],[],6,1,34,[],[],https://twitter.com/susipudjiastuti/status/1398539528483180548,False,,0,,,,,,,,"[{'screen_name': 'DonAdam68', 'name': 'Don Adam', 'id': '1312514755'}]",,,,
1398333748211376132,1397561459433828360,2021-05-29 01:42:00 WITA,2021-05-29,01:42:00,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Reynan48686642 Betuul 👍👍👍,et,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1398333748211376132,False,,0,,,,,,,,"[{'screen_name': 'Reynan48686642', 'name': 'Reynan', 'id': '1318478824422531072'}]",,,,
1398333502085468160,1397561459433828360,2021-05-29 01:41:01 WITA,2021-05-29,01:41:01,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Presidentblues1 Presiden Republik Ikan 👍👍,eu,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1398333502085468160,False,,0,,,,,,,,"[{'screen_name': 'Presidentblues1', 'name': 'President_bluesky', 'id': '1396371644235468817'}]",,,,
1398224375510302725,1398224375510302725,2021-05-28 18:27:23 WITA,2021-05-28,18:27:23,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,Kebersaman tidak perlu harus sama ... seharusnya manusia belajar dari mereka .. 😃😃👍  https://t.co/yZA6IJbTH1,in,[],[],[],136,235,2051,[],[],https://twitter.com/susipudjiastuti/status/1398224375510302725,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1398224297949159424/pu/img/Httrgcy13LskkQ6w.jpg,,,,,,,[],,,,
1397932788666363908,1397932788666363908,2021-05-27 23:08:43 WITA,2021-05-27,23:08:43,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,Setuju 👍👍👍👍👍👍,in,[],[],[],121,29,516,[],[],https://twitter.com/susipudjiastuti/status/1397932788666363908,False,https://twitter.com/CNNIndonesia/status/1397790436094218241,0,,,,,,,,[],,,,
1397932338474983426,1397925343290281994,2021-05-27 23:06:56 WITA,2021-05-27,23:06:56,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@satriohendri 😀😀😀😀😀😀😀😀😃  https://t.co/TSvIFZLaaL,und,[],[],"['https://pbs.twimg.com/media/E2Z0DIlUcAY9aML.jpg', 'https://pbs.twimg.com/media/E2Z0DIkUYAQN5r4.jpg', 'https://pbs.twimg.com/media/E2Z0DIjVEAg_Qbz.jpg']",2,0,14,[],[],https://twitter.com/susipudjiastuti/status/1397932338474983426,False,,1,https://pbs.twimg.com/media/E2Z0DIlUcAY9aML.jpg,,,,,,,"[{'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397810247964655618,1397810247964655618,2021-05-27 15:01:47 WITA,2021-05-27,15:01:47,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,Ini mimpi saya .. ada yg bisa bantu ?? 🙏,in,[],[],[],453,694,5183,[],[],https://twitter.com/susipudjiastuti/status/1397810247964655618,False,https://twitter.com/TechInsider/status/1397806152667254785,0,,,,,,,,[],,,,
1397809907076722691,1397580834165592069,2021-05-27 15:00:26 WITA,2021-05-27,15:00:26,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@riza_8587 @satriohendri Wah gampang itu,in,[],[],[],1,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397809907076722691,False,,0,,,,,,,,"[{'screen_name': 'riza_8587', 'name': 'riza 🇵🇸🇵🇸🇵🇸🇵🇸', 'id': '1359033509516513281'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397804916488380416,1397580834165592069,2021-05-27 14:40:36 WITA,2021-05-27,14:40:36,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@muhammadSumaith @satriohendri 😃😃😘😘😘,und,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397804916488380416,False,,0,,,,,,,,"[{'screen_name': 'muhammadSumaith', 'name': 'Faruk Bin Smith', 'id': '777546459998658560'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397804806958313472,1397580834165592069,2021-05-27 14:40:10 WITA,2021-05-27,14:40:10,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@ntoniusn @satriohendri 😭😃,und,[],[],[],1,1,1,[],[],https://twitter.com/susipudjiastuti/status/1397804806958313472,False,,0,,,,,,,,"[{'screen_name': 'ntoniusn', 'name': 'Bohemian Rhapsody', 'id': '877800598191484928'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397803890276331525,1397561459433828360,2021-05-27 14:36:32 WITA,2021-05-27,14:36:32,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@aliakbar_62 Ok,und,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397803890276331525,False,,0,,,,,,,,"[{'screen_name': 'aliakbar_62', 'name': 'Ikhtiar adalah kewajiban', 'id': '2323941990'}]",,,,
1397803771590111232,1397561459433828360,2021-05-27 14:36:03 WITA,2021-05-27,14:36:03,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Tedi24771465 Ada di youtube metro tv,it,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397803771590111232,False,,0,,,,,,,,"[{'screen_name': 'Tedi24771465', 'name': 'Tedi', 'id': '1377409220581023744'}]",,,,
1397803628316921857,1397561459433828360,2021-05-27 14:35:29 WITA,2021-05-27,14:35:29,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@oky_guritno Bukan ..cerah dan cantik saja,in,[],[],[],1,0,3,[],[],https://twitter.com/susipudjiastuti/status/1397803628316921857,False,,0,,,,,,,,"[{'screen_name': 'oky_guritno', 'name': 'Heikelldoff', 'id': '787051280'}]",,,,
1397803462763565059,1397561459433828360,2021-05-27 14:34:50 WITA,2021-05-27,14:34:50,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@AnisYunas @PutraWadapi Jangan dikaitkan dong 😭,in,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397803462763565059,False,,0,,,,,,,,"[{'screen_name': 'AnisYunas', 'name': 'Yunas Anis', 'id': '1273275825236787203'}, {'screen_name': 'PutraWadapi', 'name': 'Christ Wamea', 'id': '1335782127791554563'}]",,,,
1397803344366735362,1397561459433828360,2021-05-27 14:34:21 WITA,2021-05-27,14:34:21,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@DNudrajat Amin YRA,lt,[],[],[],1,0,3,[],[],https://twitter.com/susipudjiastuti/status/1397803344366735362,False,,0,,,,,,,,"[{'screen_name': 'DNudrajat', 'name': 'Dadan Nudrajat', 'id': '1110759581032960000'}]",,,,
1397803144898179072,1397561459433828360,2021-05-27 14:33:34 WITA,2021-05-27,14:33:34,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@ErsatArema Metro .. rabu jam 20:00,in,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397803144898179072,False,,0,,,,,,,,"[{'screen_name': 'ErsatArema', 'name': 'Ersat Arema ke6🇮🇩🕋', 'id': '1395030121849913346'}]",,,,
1397802994960240643,1397561459433828360,2021-05-27 14:32:58 WITA,2021-05-27,14:32:58,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Aska2126 😃😃tenggelamkan 😃😃,in,[],[],[],1,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397802994960240643,False,,0,,,,,,,,"[{'screen_name': 'Aska2126', 'name': 'GaRIS (Ganjar RI Satu)', 'id': '1339829220248174592'}]",,,,
1397802875623927808,1397561459433828360,2021-05-27 14:32:30 WITA,2021-05-27,14:32:30,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Imanion3  https://t.co/0kJm9YEYhk,und,[],[],['https://pbs.twimg.com/media/E2X-TXuVUAI5vQC.png'],2,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397802875623927808,False,,1,https://pbs.twimg.com/media/E2X-TXuVUAI5vQC.png,,,,,,,[],,,,
1397802768492990473,1397580834165592069,2021-05-27 14:32:04 WITA,2021-05-27,14:32:04,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@BryanArsyad3 @satriohendri Hidup republik ikan 👍👍😃😃,in,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397802768492990473,False,,0,,,,,,,,"[{'screen_name': 'BryanArsyad3', 'name': 'ZionisPESEK@', 'id': '1388213788390817794'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397802572363141125,1397580834165592069,2021-05-27 14:31:17 WITA,2021-05-27,14:31:17,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@harisubagya @satriohendri Wowwww .. sy pensiun sbg pengusaha .. alih profesi jd buzzer😃😃😃👍👍,in,[],[],[],1,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397802572363141125,False,,0,,,,,,,,"[{'screen_name': 'harisubagya', 'name': 'Hari Subagya', 'id': '196070242'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397802217155928064,1397580834165592069,2021-05-27 14:29:53 WITA,2021-05-27,14:29:53,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Ariefsulaiman02 @satriohendri I love your advice❤️❤️😘😘😘,en,[],[],[],6,3,47,[],[],https://twitter.com/susipudjiastuti/status/1397802217155928064,False,,0,,,,,,,,"[{'screen_name': 'Ariefsulaiman02', 'name': 'Alpha Wolf 🇮🇩🇮🇩🇮🇩🇪🇭🇪🇭🇪🇭', 'id': '1076743669481332736'}, {'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397802064760082434,1397580834165592069,2021-05-27 14:29:16 WITA,2021-05-27,14:29:16,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@satriohendri 😃😃,und,[],[],[],1,0,5,[],[],https://twitter.com/susipudjiastuti/status/1397802064760082434,False,,0,,,,,,,,"[{'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397582718662184961,1397561459433828360,2021-05-26 23:57:40 WITA,2021-05-26,23:57:40,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@bisri2021 Warna merah bikin saya cantik .. jangan berasumsi dong,in,[],[],[],3,1,12,[],[],https://twitter.com/susipudjiastuti/status/1397582718662184961,False,,0,,,,,,,,"[{'screen_name': 'bisri2021', 'name': 'Ibnu Yakub', 'id': '1364580796112150532'}]",,,,
1397582005202608132,1397580834165592069,2021-05-26 23:54:50 WITA,2021-05-26,23:54:50,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@satriohendri Kalau susi mau jadi buzzer ratenya berapa Mas ??🙏😃,in,[],[],[],36,10,90,[],[],https://twitter.com/susipudjiastuti/status/1397582005202608132,False,,0,,,,,,,,"[{'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397577853307219969,1397577853307219969,2021-05-26 23:38:20 WITA,2021-05-26,23:38:20,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,Selamat Hari Raya Trisuci Waisak .. Semoga semua makhluk berbahagia 🙏🙏  https://t.co/tOuAvouQt7,in,[],[],['https://pbs.twimg.com/media/E2UxpHZVIAIfz_J.jpg'],16,26,584,[],[],https://twitter.com/susipudjiastuti/status/1397577853307219969,False,,1,https://pbs.twimg.com/media/E2UxpHZVIAIfz_J.jpg,,,,,,,[],,,,
1397561459433828360,1397561459433828360,2021-05-26 22:33:12 WITA,2021-05-26,22:33:12,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,Live tadi jam 20:00 Susi Cek Ombak .. keren kan ?? Tidak kalah sama host2 tv yg muda2 toh 😃😃😃😃😃  https://t.co/qMePW0F6Pb,in,[],[],"['https://pbs.twimg.com/media/E2UivIBUcAE6h9w.jpg', 'https://pbs.twimg.com/media/E2UivIDUYAEwj4s.jpg']",234,183,4025,[],[],https://twitter.com/susipudjiastuti/status/1397561459433828360,False,,1,https://pbs.twimg.com/media/E2UivIBUcAE6h9w.jpg,,,,,,,[],,,,
1397417045495455746,1397417045495455746,2021-05-26 12:59:21 WITA,2021-05-26,12:59:21,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,"Susi Cek Ombak hari ini akan tayang secara LIVE 😃😃 Jangan sampai ketinggalan yaa kawan Susi, hari Rabu ini jam 8 malam di @Metro_TV 👍👍👍 @susicekombak  https://t.co/QqTqNeiz9P",in,"[{'screen_name': 'metro_tv', 'name': 'metro tv', 'id': '57261519'}, {'screen_name': 'susicekombak', 'name': '#susicekombak', 'id': '908419388910452738'}]",[],[],12,18,216,[],[],https://twitter.com/susipudjiastuti/status/1397417045495455746,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1397416967452065796/pu/img/5Zk37XpT_2bd5T-K.jpg,,,,,,,[],,,,
1397366079530225666,1397360062352347137,2021-05-26 09:36:49 WITA,2021-05-26,09:36:49,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@MuhammaD19s Sekarang di Pangandaran cari yg besar untk makan sdh susah 🥲🥲,in,[],[],[],2,0,4,[],[],https://twitter.com/susipudjiastuti/status/1397366079530225666,False,,0,,,,,,,,"[{'screen_name': 'MuhammaD19s', 'name': 'MuhammadHasibuan', 'id': '1193446635574984705'}]",,,,
1397365739389014021,1397360062352347137,2021-05-26 09:35:28 WITA,2021-05-26,09:35:28,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@MuhammaD19s Lobster 2 sd 3 thn ke depan untk jenis mutiaran &amp; pasir sudah hampir nihil ..kepunahan mereka sudah di depan kita 😭😭,in,[],[],[],3,2,13,[],[],https://twitter.com/susipudjiastuti/status/1397365739389014021,False,,0,,,,,,,,"[{'screen_name': 'MuhammaD19s', 'name': 'MuhammadHasibuan', 'id': '1193446635574984705'}]",,,,
1397364763974258689,1397085715553472513,2021-05-26 09:31:36 WITA,2021-05-26,09:31:36,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Ayang_Utriza @kotakhitam__ Hutan tropic dan isinya pelan tapi pasti akan punah 😭😭😭,in,[],[],[],12,17,67,[],[],https://twitter.com/susipudjiastuti/status/1397364763974258689,False,,0,,,,,,,,"[{'screen_name': 'Ayang_Utriza', 'name': 'Ayang Utriza Yakin', 'id': '184007180'}, {'screen_name': 'kotakhitam__', 'name': 'nanda', 'id': '83786818'}]",,,,
1397360062352347137,1397360062352347137,2021-05-26 09:12:55 WITA,2021-05-26,09:12:55,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,"Seharusnya seperti itu. Namun sayang di Negeri kita ekspor karang hias (dg kamuflase budidaya ) masih diijinkan (sempat berhenti ) skrng sdh  diijinkan lagi. Indonesia penyuplai terbesar di dunia untk karang &amp; ikan2 hias langka. Wakatobi, Raja ampat pun suatu saat akan punah🥲",in,[],[],[],76,639,1987,[],[],https://twitter.com/susipudjiastuti/status/1397360062352347137,False,https://twitter.com/faridgaban/status/1397354426554216456,0,,,,,,,,[],,,,
1397206432022417416,1396799015816077314,2021-05-25 23:02:26 WITA,2021-05-25,23:02:26,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@liempaku 😃👍👍,und,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397206432022417416,False,,0,,,,,,,,"[{'screen_name': 'liempaku', 'name': 'LimPaku', 'id': '2304198704'}]",,,,
1397205908992794629,1396799015816077314,2021-05-25 23:00:22 WITA,2021-05-25,23:00:22,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@r0gio 😄😄,und,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397205908992794629,False,,0,,,,,,,,"[{'screen_name': 'r0gio', 'name': 'Roni Subagio', 'id': '189284717'}]",,,,
1397205312688558080,1396799015816077314,2021-05-25 22:58:00 WITA,2021-05-25,22:58:00,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@pepesikanteri 😃😃,und,[],[],[],1,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397205312688558080,False,,0,,,,,,,,"[{'screen_name': 'pepesikanteri', 'name': 'ER', 'id': '1154690151328538624'}]",,,,
1397165139430756353,1396799015816077314,2021-05-25 20:18:21 WITA,2021-05-25,20:18:21,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@amirhmsukri @msaid_didu Amin YRA,lt,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397165139430756353,False,,0,,,,,,,,"[{'screen_name': 'amirhmsukri', 'name': 'amirhmsukri', 'id': '1118990833368178688'}, {'screen_name': 'msaid_didu', 'name': 'Muhammad Said Didu', 'id': '1117990249806721024'}]",,,,
1397165028172734466,1396799015816077314,2021-05-25 20:17:55 WITA,2021-05-25,20:17:55,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Juniorternama 😃😃,und,[],[],[],1,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397165028172734466,False,,0,,,,,,,,"[{'screen_name': 'Juniorternama', 'name': 'Sukak-Sukakku Lah', 'id': '715667594'}]",,,,
1397164731538972679,1396799015816077314,2021-05-25 20:16:44 WITA,2021-05-25,20:16:44,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@AgungUt95419756 Asyik,in,[],[],[],1,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397164731538972679,False,,0,,,,,,,,"[{'screen_name': 'AgungUt95419756', 'name': 'Sutan Parmato', 'id': '1122495075961847809'}]",,,,
1397164669803008001,1396799015816077314,2021-05-25 20:16:30 WITA,2021-05-25,20:16:30,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@maulana1976 Presiden republik ikan,eu,[],[],[],0,0,1,[],[],https://twitter.com/susipudjiastuti/status/1397164669803008001,False,,0,,,,,,,,"[{'screen_name': 'maulana1976', 'name': 'maulana rasul', 'id': '816671634'}]",,,,
1397164116603654151,1396799015816077314,2021-05-25 20:14:18 WITA,2021-05-25,20:14:18,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@satriohendri Komporrrrrrrr,in,[],[],[],2,0,8,[],[],https://twitter.com/susipudjiastuti/status/1397164116603654151,False,,0,,,,,,,,"[{'screen_name': 'satriohendri', 'name': 'Hendri Satrio', 'id': '102938290'}]",,,,
1397163541057007621,1396799015816077314,2021-05-25 20:12:00 WITA,2021-05-25,20:12:00,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@DDeblues Alim ah,tr,[],[],[],1,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397163541057007621,False,,0,,,,,,,,"[{'screen_name': 'DDeblues', 'name': 'pernah ganteng', 'id': '2174420636'}]",,,,
1397163146683453448,1396799015816077314,2021-05-25 20:10:26 WITA,2021-05-25,20:10:26,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@monti_msb Mana sepedanya ?,in,[],[],[],1,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397163146683453448,False,,0,,,,,,,,"[{'screen_name': 'monti_msb', 'name': 'monti farhan', 'id': '1076440539845677057'}]",,,,
1397162940109713409,1396799015816077314,2021-05-25 20:09:37 WITA,2021-05-25,20:09:37,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@AlaxeAl Boong ah,en,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397162940109713409,False,,0,,,,,,,,"[{'screen_name': 'AlaxeAl', 'name': 'Aang', 'id': '2495341280'}]",,,,
1397162811449438208,1396799015816077314,2021-05-25 20:09:06 WITA,2021-05-25,20:09:06,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@dawameme 😃😃,und,[],[],[],1,0,2,[],[],https://twitter.com/susipudjiastuti/status/1397162811449438208,False,,0,,,,,,,,"[{'screen_name': 'dawameme', 'name': 'Who dat who dat boii...', 'id': '183462199'}]",,,,
1397162546809872387,1396799015816077314,2021-05-25 20:08:03 WITA,2021-05-25,20:08:03,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@puanglongi  https://t.co/G7218XM1sq,und,[],[],['https://pbs.twimg.com/media/E2O37WDVoAM7Xc4.png'],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397162546809872387,False,,1,https://pbs.twimg.com/media/E2O37WDVoAM7Xc4.png,,,,,,,[],,,,
1397162308531462148,1396799015816077314,2021-05-25 20:07:07 WITA,2021-05-25,20:07:07,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@Trixi40958120 😃😃👍,und,[],[],[],0,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397162308531462148,False,,0,,,,,,,,"[{'screen_name': 'Trixi40958120', 'name': 'Trixi', 'id': '1220778055951515650'}]",,,,
1397162251430162441,1396799015816077314,2021-05-25 20:06:53 WITA,2021-05-25,20:06:53,+0800,2606229566,susipudjiastuti,Susi Pudjiastuti,,@dodyXwidodo 😃😃😃,und,[],[],[],1,0,0,[],[],https://twitter.com/susipudjiastuti/status/1397162251430162441,False,,0,,,,,,,,"[{'screen_name': 'dodyXwidodo', 'name': 'Dody Widodo', 'id': '101966104'}]",,,,
