id,in_reply_to_user_id,text,created_at,author_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,referenced_tweets/0/id,referenced_tweets/0/type,entities/mentions/0/entities/start,entities/mentions/0/entities/end,entities/mentions/0/entities/username,entities/mentions/0/entities/id,entities/urls/0/entities/start,entities/urls/0/entities/end,entities/urls/0/entities/url,entities/urls/0/entities/expanded_url,entities/urls/0/entities/display_url,entities/urls/0/entities/images/0/entities/url,entities/urls/0/entities/images/0/entities/width,entities/urls/0/entities/images/0/entities/height,entities/urls/0/entities/status,entities/urls/0/entities/title,entities/urls/0/entities/description,entities/urls/0/entities/unwound_url,entities/hashtags/0/entities/start,entities/hashtags/0/entities/end,entities/hashtags/0/entities/tag
1476947795298832388,1.3511576492876145e+18,"@sarasvar Cita cita gua ngajak aruni makan seblak, bismillah tercapai.",2021-12-31T16:06:09.000Z,1232952104785870848,0,0,0,0,1.4769459328264724e+18,replied_to,0.0,9.0,sarasvar,1.3511576492876145e+18,,,,,,,,,,,,,,,
1476947619301629952,,Aku kekenyangan keknya abis makan mie lanjut seblak sii,2021-12-31T16:05:27.000Z,1242774540100370433,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476947106527019010,1.4609391279651103e+18,@ksncheawy Makan seblak,2021-12-31T16:03:25.000Z,1363869723725733899,0,0,0,0,1.4769144248583537e+18,replied_to,0.0,10.0,ksncheawy,1.4609391279651103e+18,,,,,,,,,,,,,,,
1476944650728394755,1.4721381414441615e+18,@zeraharaa kuyy makan seblak,2021-12-31T15:53:39.000Z,1378768667899400192,0,1,0,0,1.476943638500311e+18,replied_to,,,,,,,,,,,,,,,,,,,
1476943638500311041,,kenapa setiap malam taun baru kebanyakan orang bakar bakar? kenapa ga makan seblak rame rame gitu,2021-12-31T15:49:38.000Z,1472138141444161537,0,3,0,0,,,,,,,,,,,,,,,,,,,,,
1476943630711472132,,udah berapa minggu ga makan seblak? aaaaaaaaaaaa,2021-12-31T15:49:36.000Z,250513874,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476943306235940865,,"Makan seblak baru seperempat aja udh kenyang woii, ga abis ini otokke",2021-12-31T15:48:19.000Z,1087194086409302016,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476942953016823818,1.476935308004393e+18,"yustina selalu berharap kalo nanti kita bisa ketemu, gatau itu di bumi atau semesta yang lain (jd sedih tp harus lanjut ngetik). ya pokoknya klo ketemu kita makan seblak sm kue cubit ya bang, abang pernah ngajakin juga makan itu hihi",2021-12-31T15:46:54.000Z,1476935308004392964,0,1,0,0,1.4769424066290074e+18,replied_to,,,,,,,,,,,,,,,,,,,
1476942176407879686,,blm makan dari siang dan makan malemnya langsung seblak akdksk semangatt lambung💪🏻,2021-12-31T15:43:49.000Z,1426714615375831042,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476941645853560833,1.31834040892604e+18,@cuaakzz lahiya ngapa ga makan seblak ya pal,2021-12-31T15:41:43.000Z,1101089318787923969,0,0,0,0,1.4769404223373476e+18,replied_to,0.0,8.0,cuaakzz,1.31834040892604e+18,,,,,,,,,,,,,,,
1476941364344471552,,"yg lain pada bakar bakar, gue di manapun dan kapanpun mainnya tetep makan seblak👍🏻 https://t.co/amawiCGo6F",2021-12-31T15:40:36.000Z,1414815843888762890,0,0,0,0,,,,,,,83.0,106.0,https://t.co/amawiCGo6F,https://twitter.com/xsaturnuce/status/1476941364344471552/photo/1,pic.twitter.com/amawiCGo6F,,,,,,,,,,
1476941341921742854,1.3270561146476462e+18,@babyatthap rahasia gemes makan apa kak ? seblak ya ?,2021-12-31T15:40:30.000Z,1281921718055886848,0,1,0,0,1.4769409348145193e+18,replied_to,0.0,11.0,babyatthap,1.3270561146476462e+18,,,,,,,,,,,,,,,
1476941102343024642,,MUNTAH GAK SI MARK KALO MAKAN SEBLAK WKWKWKWK,2021-12-31T15:39:33.000Z,1306225205128228864,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476941014526873601,7.717502623105925e+17,"@imaazhr @bdngfess Susah wkwk
Pusing - seblak
Bt - seblak
Stres dikit - seblak 
Apa apa seblak wkwk
Lagi sakit doang berhenti makan seblak",2021-12-31T15:39:12.000Z,1862573120,0,0,0,0,1.4769405055942697e+18,replied_to,9.0,18.0,bdngfess,1.248335621988311e+18,,,,,,,,,,,,,,,
1476940422337347587,1.101089318787924e+18,@unhppysoul Tumben gk makan seblak deket rumah,2021-12-31T15:36:51.000Z,1318340408926040065,0,1,0,0,1.4769401662499348e+18,replied_to,0.0,11.0,unhppysoul,1.101089318787924e+18,,,,,,,,,,,,,,,
1476940352284082182,7.717502623105925e+17,@imaazhr @bdngfess Wkwkwk abis sembuh balik lagi makan seblak,2021-12-31T15:36:34.000Z,1862573120,0,1,0,0,1.476939993725616e+18,replied_to,9.0,18.0,bdngfess,1.248335621988311e+18,,,,,,,,,,,,,,,
1476938634917859329,,"Yixing nambah prestasi jadi BA 

gue be like: Biasalah namanya juga Yixing orang hobinya makan seblak dia hobi nya nambah prestasi https://t.co/35pZDuHsJx",2021-12-31T15:29:45.000Z,1225035276608630785,0,0,0,0,1.476933719088943e+18,quoted,,,,,131.0,154.0,https://t.co/35pZDuHsJx,https://twitter.com/XingTweetTRANS/status/1476933719088943110,twitter.com/XingTweetTRANS…,,,,,,,,,,
1476937892408672257,,Seneng bgt bs makan seblak😭 https://t.co/bmzp3J1LG9,2021-12-31T15:26:48.000Z,1361607017543081989,0,2,1,0,,,,,,,28.0,51.0,https://t.co/bmzp3J1LG9,https://twitter.com/astria_lindi/status/1476937892408672257/photo/1,pic.twitter.com/bmzp3J1LG9,,,,,,,,,,
1476935977264242689,,GUE LAPER MATA YA ALLAH INI BELI MAKAN BANYAK BARU MAKAN SEBLAK DAH KENYANG GIMANA YA,2021-12-31T15:19:11.000Z,1280845837686280193,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476935576318189570,1.4747167576087142e+18,@jemstoe Makan seblak kak,2021-12-31T15:17:36.000Z,1344157685915127810,0,1,0,0,1.4769339438321664e+18,replied_to,0.0,8.0,jemstoe,1.4747167576087142e+18,,,,,,,,,,,,,,,
1476935256410247170,,pakde ku makan seblak pake nasiii😁👍,2021-12-31T15:16:19.000Z,1190890133718851584,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476933513211686915,,"wts ginjal @minsungbinn @proudfujo buat nonton konser &amp; belanja pritilan skz 
masi aman ginjalnya cm buat makan seblak banyak banyak",2021-12-31T15:09:24.000Z,955813307876704257,0,0,0,0,,,24.0,34.0,proudfujo,1.1049048618736271e+18,,,,,,,,,,,,,,,
1476933329861574656,1.3901406729512632e+18,@ouhsehoen makan seblak👍,2021-12-31T15:08:40.000Z,1413384240956198912,0,0,0,0,1.476919974270681e+18,replied_to,0.0,10.0,ouhsehoen,1.3901406729512632e+18,,,,,,,,,,,,,,,
1476929633660530692,,"HAAA PERUT GUE PANAS, ABIS MAKAN SEBLAK https://t.co/U1CYVlEEwQ",2021-12-31T14:53:59.000Z,1409523138610622476,0,0,0,0,1.4769080252354683e+18,quoted,,,,,40.0,63.0,https://t.co/U1CYVlEEwQ,https://twitter.com/scrpleo/status/1476908025235468288,twitter.com/scrpleo/status…,,,,,,,,,,
1476929456052715522,,"yang suka makan atau bikin seblak, baso aci, cimol, cireng, dan peracian lain aku kasi rekomendasi bumbu ini asli enak bgt 😭😭
https://t.co/7Xah5EQ0SU https://t.co/l1z5W6tJBh",2021-12-31T14:53:17.000Z,1365976449509855233,0,0,0,0,,,,,,,150.0,173.0,https://t.co/l1z5W6tJBh,https://twitter.com/zhdaegalll/status/1476929456052715522/photo/1,pic.twitter.com/l1z5W6tJBh,https://pbs.twimg.com/news_img/1476929468681785355/xswwxIJr?format=jpg&name=150x150,150.0,150.0,200.0,Jual BUMBU PENYEDAP RASA MERK ATOM BULAN KEMASAN PAK (20 Sachet) Indonesia|Shopee Indonesia,Beli BUMBU PENYEDAP RASA MERK ATOM BULAN KEMASAN PAK (20 Sachet) Terbaru di Shopee. Gratis Ongkir 🚚 COD 📦,https://shopee.co.id/product/169217449/2634952087?af_click_lookback=7d&af_reengagement_window=7d&af_siteid=an_11346010047&af_sub_siteid=product&af_viewthrough_lookback=1d&c=-&d_id=6891a&is_retargeting=true&pid=affiliates&smtt=0.72394601-1640962327.9&utm_campaign=-&utm_content=product&utm_medium=affiliates&utm_source=an_11346010047,,,
1476927975593369605,1.2658690646745252e+18,"@charm0lee cw // food 

Tadi pada ngumpul terus bikin seblak, aku mah cuma bantu makan aja sih wkwk https://t.co/XJtG8e9LF9",2021-12-31T14:47:24.000Z,1432194312196952068,0,1,1,0,1.4769243899710382e+18,replied_to,0.0,10.0,charm0lee,1.2658690646745252e+18,100.0,123.0,https://t.co/XJtG8e9LF9,https://twitter.com/hazellnttt/status/1476927975593369605/photo/1,pic.twitter.com/XJtG8e9LF9,,,,,,,,,,
1476927008877670402,1.1691373223209656e+18,@GitaAprilia258 Minta buatin @piripiripiriii  ajh nih dia hbs makan seblak juga 😄,2021-12-31T14:43:33.000Z,1262606981644206080,0,2,0,0,1.476926239059239e+18,replied_to,29.0,44.0,piripiripiriii,1.291672317383254e+18,,,,,,,,,,,,,,,
1476926464041766917,,Aku makan seblak aja &lt;3 https://t.co/fHH3X23hkk,2021-12-31T14:41:23.000Z,1344157685915127810,0,0,0,0,,,,,,,27.0,50.0,https://t.co/fHH3X23hkk,https://twitter.com/meowziya/status/1476926464041766917/photo/1,pic.twitter.com/fHH3X23hkk,,,,,,,,,,
1476925570252345355,,"Malem taun baru cuma makan seblak + nnton film gara"" ldm 🥲",2021-12-31T14:37:50.000Z,563691283,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476924515753938946,,"""makan gih""
★☆☆☆☆

""sudah ak gofudin seblak ya ay” ★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★",2021-12-31T14:33:39.000Z,1286151833853952000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1476923931499978752,1.4395310377347564e+18,@yawmeaw Seblak enak tpi kalo makan suka ga abis,2021-12-31T14:31:19.000Z,1400303165346508800,0,0,0,0,1.4769215086392975e+18,replied_to,0.0,8.0,yawmeaw,1.4395310377347564e+18,,,,,,,,,,,,,,,
1476923638158741505,1.390285358051459e+18,@fenlyourbae @Zweitson_UN1TY @Fajri_UN1TY Kebanyakan makan seblak ya ji u......🤭🤭🤭🤭🤭,2021-12-31T14:30:09.000Z,1446880729900617731,0,0,0,0,1.476891619714474e+18,replied_to,29.0,41.0,Fajri_UN1TY,1.2439377911483064e+18,,,,,,,,,,,,,,,
1476923208217489412,103773927.0,Menu pertama seblak seafood dah abis tp kuahnya ga ak makan soalnya pedes bgt kaya omongan tetangga https://t.co/kbZZD5X1uk,2021-12-31T14:28:27.000Z,103773927,0,1,1,0,1.4767414167766548e+18,replied_to,,,,,100.0,123.0,https://t.co/kbZZD5X1uk,https://twitter.com/fathiyahfikri/status/1476923208217489412/photo/1,pic.twitter.com/kbZZD5X1uk,,,,,,,,,,
1476922556854591491,1.4395310377347564e+18,@yawmeaw aku kalo makan seblak suka gak abis. tapi tetep aja suka pengen seblak,2021-12-31T14:25:52.000Z,1179195831464775681,0,0,0,0,1.4769215086392975e+18,replied_to,0.0,8.0,yawmeaw,1.4395310377347564e+18,,,,,,,,,,,,,,,
1476921863607504897,1.4395310377347564e+18,@yawmeaw padahal seblak enak bgt w biasa nya hampir tiap hari makan seblak,2021-12-31T14:23:06.000Z,1161537174287912961,0,0,0,0,1.4769215086392975e+18,replied_to,0.0,8.0,yawmeaw,1.4395310377347564e+18,,,,,,,,,,,,,,,
1476921738113863685,,Malam tahun baru dirayain dengan makan seblak. Sungguh sunda sekali keluarga ini :'),2021-12-31T14:22:36.000Z,1305877376463560706,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476921351424282628,,aku habis makan seblak...,2021-12-31T14:21:04.000Z,1402946482530000904,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476921349595537411,1.3367198223573156e+18,@KopiHanjiJiwa Makan seblak,2021-12-31T14:21:04.000Z,1147477241707679744,0,0,0,0,1.4769211811102966e+18,replied_to,0.0,14.0,KopiHanjiJiwa,1.3367198223573156e+18,,,,,,,,,,,,,,,
1476920123592040448,,tadi aku makan seblak enak pisan yang jual urang sundaa,2021-12-31T14:16:11.000Z,712993299661914112,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1476919608007282692,,"taun 2022 pen bisa makan seblak, gehu pedas, japlak, mie, lumpiah basah, makroni pedes, baso mercon, rujak, basreng, cilor, dll dengan bebas dan tanpa rasa sakit aamiin!!",2021-12-31T14:14:09.000Z,1468929221036703752,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476917426075750402,,"Daftar makanan yang di makan 6 jam terakhir :

- Nasi padang
- Bubur ayam 2 porsi
- Nyam nyam stoberi 2 bungkus
- Seblak",2021-12-31T14:05:28.000Z,1251385058922950656,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476916187179094019,,tahun baru keluargaku makan seblak ka https://t.co/gaQgso1tHH,2021-12-31T14:00:33.000Z,1467118882624212994,0,0,1,0,,,,,,,38.0,61.0,https://t.co/gaQgso1tHH,https://twitter.com/equatoreu/status/1476916187179094019/photo/1,pic.twitter.com/gaQgso1tHH,,,,,,,,,,
1476915952323162112,1.3206558089133056e+18,"5. The best counselling. 

Dari mulai percintaan sampai pilihan makan seblak atau kwetiau semua bisa dikonsultasikan disini. https://t.co/978Sik7q9f",2021-12-31T13:59:37.000Z,1320655808913305602,2,0,2,2,1.4769066198332416e+18,replied_to,,,,,125.0,148.0,https://t.co/978Sik7q9f,https://twitter.com/Josngeong/status/1476915952323162112/photo/1,pic.twitter.com/978Sik7q9f,,,,,,,,,,
1476915162896494594,,tahun baruan gini enak makan seblak ga si,2021-12-31T13:56:29.000Z,370595970,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1476914363902488581,77168142.0,@YElJll aku vegetarian. cuma makan seblak,2021-12-31T13:53:18.000Z,2934964666,0,1,0,0,1.476778172305707e+18,replied_to,,,,,,,,,,,,,,,,,,,
1476914207475990531,,Selesai makan seblak dan gue kembali ngantuk 😴,2021-12-31T13:52:41.000Z,1142822902238027778,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476914141394731009,,Aku ga bakar bakar tp aku makan seblak,2021-12-31T13:52:25.000Z,1431240076181131264,0,3,5,0,,,,,,,,,,,,,,,,,,,,,
1476912829089284097,,"AKU MALES LANJUT MAKAN SEBLAK SAMA SEMPOLNYA, UDAH TERKONTAMINASI AIR MATA https://t.co/4AgnxLDOD0",2021-12-31T13:47:12.000Z,1469358412668432391,0,0,0,0,,,,,,,75.0,98.0,https://t.co/4AgnxLDOD0,https://twitter.com/choibyungchpn/status/1476912829089284097/photo/1,pic.twitter.com/4AgnxLDOD0,,,,,,,,,,
1476912758281019393,1.3457280045011108e+18,"@armydiaryfess Sender suka pedes ga? Aku kalo moodnya lagi ga bagus suka makan yg pedes pedes. Mie gacoan, seblak, samyang atau yg sejenisnya",2021-12-31T13:46:55.000Z,1264548372284751873,0,0,1,0,1.4769063788453233e+18,replied_to,0.0,14.0,armydiaryfess,1.3457280045011108e+18,,,,,,,,,,,,,,,
1476912324648730625,1.3297629242152468e+18,@hypendjy makan seblak,2021-12-31T13:45:12.000Z,1320242953466515457,0,1,0,0,1.4769107769757204e+18,replied_to,0.0,9.0,hypendjy,1.3297629242152468e+18,,,,,,,,,,,,,,,
1476911815024013314,857752873.0,@LUNERPW Ya bebas sih lah w pernah imejin jajan seblak 🥲 makan seblak garis miring wkwkwk,2021-12-31T13:43:11.000Z,1292906416546537472,0,0,0,0,1.4769111780602102e+18,replied_to,0.0,8.0,LUNERPW,857752873.0,,,,,,,,,,,,,,,
1476911696383918082,1.3892231903590113e+18,@aecvoyez Udah makan seblak tadi😂,2021-12-31T13:42:42.000Z,1474209733938540547,0,1,0,0,1.4769099229231268e+18,replied_to,0.0,9.0,aecvoyez,1.3892231903590113e+18,,,,,,,,,,,,,,,
1476911242719600640,,ini yang uwon ngga akan ngajak night drive kah atau makan seblak gitu?,2021-12-31T13:40:54.000Z,1239018000310603776,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476911194908725250,,"Tolong nya Saya sudah mewek nonton the mysterious class, menangisi harut0 sambil makan seblak. Eh buka Twitter menemukan ini makin kejer di sela suapan terakhir seblakku mana ga nemu minum hiks 😭😭😭😭 https://t.co/EWV1YyH1GW",2021-12-31T13:40:43.000Z,1329603445905494018,0,2,13,1,1.476900963038339e+18,quoted,,,,,199.0,222.0,https://t.co/EWV1YyH1GW,https://twitter.com/TeameOfficial_/status/1476900963038339072,twitter.com/TeameOfficial_…,,,,,,,,,,
1476910137814093825,,"Tahun ini di tutup dengan makan seblak sambil drakoran 🥃
Terlalu malas untuk kemana-mana 
Selamat makannn 🍻 https://t.co/ztwI2oYim3",2021-12-31T13:36:31.000Z,1291672317383254017,0,5,4,0,,,,,,,108.0,131.0,https://t.co/ztwI2oYim3,https://twitter.com/piripiripiriii/status/1476910137814093825/photo/1,pic.twitter.com/ztwI2oYim3,,,,,,,,,,
1476908490966716422,1.2131177542255163e+18,@Dorkassaurus Aku makan seblak sih tadi kak,2021-12-31T13:29:58.000Z,1203910457913831424,0,1,0,0,1.4769079274074565e+18,replied_to,0.0,13.0,Dorkassaurus,1.2131177542255163e+18,,,,,,,,,,,,,,,
1476907087019986948,,"""dih masa makan seblak nangis gitu"" YA BODOAMAT SALAHIN WEB DRAMA😭😭😭😭😭",2021-12-31T13:24:23.000Z,1469358412668432391,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476906966806982656,501800437.0,"@hrdbacot Dari banyak nya kejadian msh banyak bgt hal yg bisa disyukurin dari keluarga yg lengkap, selalu ada, sehat semua, tempat tinggal yg nyaman, makan enak, bisa beli seblak kapan aja, udah wisuda, banyak bgtt dah",2021-12-31T13:23:55.000Z,1240900921376116736,0,0,0,0,1.476889370263126e+18,replied_to,0.0,9.0,hrdbacot,501800437.0,,,,,,,,,,,,,,,
1476906331655184387,1.0992553476199464e+18,@kcrinav dah makan seblak aja lu https://t.co/2SC6r0bfpm,2021-12-31T13:21:23.000Z,797109678895267840,0,1,0,0,1.4769058217577882e+18,replied_to,0.0,8.0,kcrinav,1.0992553476199464e+18,33.0,56.0,https://t.co/2SC6r0bfpm,https://twitter.com/pzdofil/status/1476906331655184387/photo/1,pic.twitter.com/2SC6r0bfpm,,,,,,,,,,
1476906190084841478,,"Seblak yang selalu gue makan dari kecil pas habis tarawih ya bentuknya gini, terus wangi kencur hmm.. https://t.co/es4ttiD4lq",2021-12-31T13:20:49.000Z,292732892,0,0,0,0,1.4688072896749937e+18,quoted,,,,,102.0,125.0,https://t.co/es4ttiD4lq,https://twitter.com/FOOD_FESS/status/1468807289674993665,twitter.com/FOOD_FESS/stat…,,,,,,,,,,
1476904867847229440,26970305.0,@radenrauf Makan seblak bareng keluargaa,2021-12-31T13:15:34.000Z,1467322842693844993,0,0,0,0,1.4768339591997358e+18,replied_to,0.0,10.0,radenrauf,26970305.0,,,,,,,,,,,,,,,
1476904621264162821,1.4757777185034404e+18,@almiesse woi aku kangen km bgt nanti kita makan seblak,2021-12-31T13:14:35.000Z,1466700185690509316,0,0,0,0,1.476904440036692e+18,replied_to,0.0,9.0,almiesse,1.4757777185034404e+18,,,,,,,,,,,,,,,
1476904600225468424,1.1618988308177142e+18,"@meiingyu_ pas nunggu tampil, makan seblak keknya",2021-12-31T13:14:30.000Z,1118010050218315776,0,1,0,0,1.476903901408338e+18,replied_to,0.0,10.0,meiingyu_,1.1618988308177142e+18,,,,,,,,,,,,,,,
1476904015929610245,,"Orang-orang pada bbq malam tahun baru, kita makan seblak saja https://t.co/7kSIRAcrJn",2021-12-31T13:12:11.000Z,1384557906155036676,0,6,1,0,,,,,,,62.0,85.0,https://t.co/7kSIRAcrJn,https://twitter.com/jaespoir/status/1476904015929610245/photo/1,pic.twitter.com/7kSIRAcrJn,,,,,,,,,,
1476903943741399040,1.3685800255957484e+18,"@binxrkyyn AYOOOOOO, SINI KE GARUT MAKANYA, KITA MAKAN SEBLAK JUGA",2021-12-31T13:11:54.000Z,1193127939694448640,0,0,0,0,1.4768179502921196e+18,replied_to,0.0,10.0,binxrkyyn,1.3685800255957484e+18,,,,,,,,,,,,,,,
1476901496348307456,1.3590547167185715e+18,"@hampiyak Makan, M nya ketinggalan.
Jadi itu sebenarnya
""makan seblak nanti ngantuknya ilang"" 😅",2021-12-31T13:02:10.000Z,1359467302224162817,0,1,0,0,1.47690132590438e+18,replied_to,0.0,9.0,hampiyak,1.3590547167185715e+18,,,,,,,,,,,,,,,
1476900827365183490,,gue menutup tahun dengan makan seblak👌🏻,2021-12-31T12:59:31.000Z,99269556,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476900787171180546,1.439045484488786e+18,@CH7CHILLGO sempet sempet nya makan seblak😭,2021-12-31T12:59:21.000Z,1456189255227613187,0,1,0,0,1.4769005296702628e+18,replied_to,,,,,,,,,,,,,,,,,,,
1476898487220326400,,besok udah ada plan makan seblak sama temen temen hehehe https://t.co/0kIK0CtKsf,2021-12-31T12:50:13.000Z,4551936680,0,0,0,0,1.4768972041869883e+18,quoted,,,,,57.0,80.0,https://t.co/0kIK0CtKsf,https://twitter.com/convomf/status/1476897204186988546,twitter.com/convomf/status…,,,,,,,,,,
1476898287013675008,1.352229712999846e+18,@hiisunflows Klo disuruh jangan makan seblak kupingnya pura² budekk,2021-12-31T12:49:25.000Z,1314505881506074624,0,1,0,0,1.4768812336153395e+18,replied_to,0.0,12.0,hiisunflows,1.352229712999846e+18,,,,,,,,,,,,,,,
1476898084110041089,1.459320319823401e+18,"@vanspicy1 @andihiyat makan seblak lebih enak, apalagi makan baso traktir @Nugundeeee",2021-12-31T12:48:37.000Z,1456923674687070211,0,1,0,0,1.4767590254673592e+18,replied_to,11.0,21.0,andihiyat,886934161.0,,,,,,,,,,,,,,,
1476897201485877251,,"Liat story orang makan seblak jd pgn, beli dan baru makan 2 suap dah enek bun
Padahal beli 2 bungkus 🤣",2021-12-31T12:45:06.000Z,1285129805076131840,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1476895323423342592,1.2151325071311708e+18,"@winmiststy anehnya, lo harus makan seblak berapa banyak?",2021-12-31T12:37:39.000Z,1280911989980540929,0,1,0,0,1.4768952223741747e+18,replied_to,0.0,11.0,winmiststy,1.2151325071311708e+18,,,,,,,,,,,,,,,
1476895225104592897,8.657777016714158e+17,"@tubirfess Dikamar makan seblak sambil push rank😭anak stirct parents mana boleh main keluar buat bakar"" jagung sama teman. Ya meskipun teman ak juga sibuk kerja si😭😭😭",2021-12-31T12:37:15.000Z,1310557116910899201,1,0,6,0,1.476894673973039e+18,replied_to,0.0,10.0,tubirfess,8.657777016714158e+17,,,,,,,,,,,,,,,
1476895176924622853,,Seblak OK Ayok makan seblak malam tahun baru 👌,2021-12-31T12:37:04.000Z,1448604086614462466,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
